image_path,fold,group_id
train/ID1970522802.jpg,0,NSW_07-05-2015
train/ID1976436386.jpg,4,Vic_14-10-2015
train/ID1980675327.jpg,4,Tas_26-06-2015
train/ID1982662138.jpg,2,NSW_01-04-2015
train/ID1988033238.jpg,3,Vic_18-08-2015
train/ID1989506559.jpg,3,Tas_10-11-2015
train/ID1993907137.jpg,0,Tas_18-05-2015
train/ID1997244125.jpg,4,Tas_26-06-2015
train/ID2002797732.jpg,3,Vic_01-07-2015
train/ID2003438517.jpg,4,Vic_02-07-2015
train/ID2006686196.jpg,4,Vic_14-10-2015
train/ID2010625680.jpg,0,WA_08-07-2015
train/ID2014192906.jpg,2,Vic_26-06-2015
train/ID2030696575.jpg,1,Tas_09-11-2015
train/ID2037861084.jpg,1,Vic_30-06-2015
train/ID2048645043.jpg,2,Vic_26-06-2015
train/ID2052442675.jpg,0,Tas_19-05-2015
train/ID2052993274.jpg,1,NSW_24-02-2015
train/ID2053315094.jpg,1,NSW_25-02-2015
train/ID2056023629.jpg,1,NSW_25-02-2015
train/ID2056982009.jpg,2,Vic_29-09-2015
train/ID2069766023.jpg,4,Tas_26-06-2015
train/ID2086966681.jpg,0,Tas_29-06-2015
train/ID2089023774.jpg,2,Vic_29-09-2015
train/ID2091439402.jpg,2,Vic_26-06-2015
train/ID2096636211.jpg,3,Vic_13-10-2015
train/ID2099464826.jpg,4,NSW_06-10-2015
train/ID2099742797.jpg,4,Vic_02-07-2015
train/ID210865340.jpg,1,Tas_01-07-2015
train/ID212206250.jpg,0,WA_08-07-2015
train/ID212206832.jpg,2,Vic_26-06-2015
train/ID2125100696.jpg,3,Vic_14-08-2015
train/ID2131261930.jpg,1,Tas_09-11-2015
train/ID21377800.jpg,4,Tas_26-06-2015
train/ID2145635095.jpg,1,Tas_01-07-2015
train/ID227847873.jpg,2,Vic_29-09-2015
train/ID230058600.jpg,3,WA_21-08-2015
train/ID249042826.jpg,2,Tas_04-09-2015
train/ID257822026.jpg,3,Tas_10-11-2015
train/ID290369222.jpg,0,Tas_18-05-2015
train/ID294150104.jpg,2,Vic_29-09-2015
train/ID307060225.jpg,4,Tas_26-06-2015
train/ID315357834.jpg,1,Tas_01-07-2015
train/ID317990700.jpg,2,Tas_04-09-2015
train/ID325799913.jpg,3,Vic_13-10-2015
train/ID332742639.jpg,3,Vic_18-08-2015
train/ID342818398.jpg,2,Vic_29-09-2015
train/ID344618040.jpg,0,Tas_18-05-2015
train/ID353424190.jpg,1,NSW_25-02-2015
train/ID353997899.jpg,1,Vic_30-06-2015
train/ID354528442.jpg,1,NSW_24-02-2015
train/ID363069566.jpg,0,Tas_19-05-2015
train/ID364856705.jpg,0,Tas_03-09-2015
train/ID380752847.jpg,1,WA_01-09-2015
train/ID383231615.jpg,2,Vic_26-06-2015
train/ID384648061.jpg,4,NSW_06-10-2015
train/ID386216505.jpg,3,Vic_14-08-2015
train/ID397994621.jpg,0,NSW_07-05-2015
train/ID407646960.jpg,1,NSW_25-02-2015
train/ID40849327.jpg,3,WA_21-08-2015
train/ID415656958.jpg,2,Vic_26-06-2015
train/ID423506847.jpg,3,Vic_18-08-2015
train/ID429799190.jpg,3,Vic_13-10-2015
train/ID431471530.jpg,2,NSW_01-04-2015
train/ID443091455.jpg,4,Vic_14-10-2015
train/ID4464212.jpg,0,Tas_18-05-2015
train/ID471758347.jpg,3,Vic_14-08-2015
train/ID473494649.jpg,1,WA_01-09-2015
train/ID475010202.jpg,1,WA_01-09-2015
train/ID482555369.jpg,1,Tas_01-07-2015
train/ID48303557.jpg,4,Tas_26-06-2015
train/ID488873801.jpg,4,Tas_26-06-2015
train/ID490139972.jpg,0,Tas_18-05-2015
train/ID498304885.jpg,0,NSW_07-05-2015
train/ID50027657.jpg,3,Vic_14-08-2015
train/ID520514019.jpg,4,Vic_02-07-2015
train/ID528010569.jpg,3,Vic_18-08-2015
train/ID529933668.jpg,3,Vic_18-08-2015
train/ID534966093.jpg,3,Vic_14-08-2015
train/ID54128926.jpg,3,Tas_10-11-2015
train/ID544444725.jpg,4,NSW_06-10-2015
train/ID545360459.jpg,1,WA_01-09-2015
train/ID550623196.jpg,0,Tas_03-09-2015
train/ID552040066.jpg,1,NSW_24-02-2015
train/ID554314721.jpg,4,NSW_15-01-2015
train/ID560946727.jpg,4,Tas_11-09-2015
train/ID566966892.jpg,3,Vic_01-07-2015
train/ID567744300.jpg,0,Tas_03-09-2015
train/ID572336285.jpg,1,Tas_09-11-2015
train/ID574213894.jpg,3,Tas_10-11-2015
train/ID576137678.jpg,1,Tas_01-07-2015
train/ID576621307.jpg,4,NSW_15-01-2015
train/ID577112774.jpg,1,WA_01-09-2015
train/ID587125778.jpg,0,Tas_29-06-2015
train/ID588120964.jpg,4,NSW_06-10-2015
train/ID600602588.jpg,3,Vic_14-08-2015
train/ID605134229.jpg,4,Tas_26-06-2015
train/ID610397481.jpg,0,WA_08-07-2015
train/ID617132135.jpg,0,Tas_19-05-2015
train/ID61833032.jpg,1,Vic_30-06-2015
train/ID6269659.jpg,1,Tas_09-11-2015
train/ID629980789.jpg,3,Vic_01-07-2015
train/ID633775166.jpg,3,Vic_13-10-2015
train/ID638711343.jpg,0,Tas_18-05-2015
train/ID656251220.jpg,4,Tas_11-09-2015
train/ID657448172.jpg,0,Tas_29-06-2015
train/ID661372352.jpg,0,WA_08-07-2015
train/ID661817669.jpg,3,Vic_01-07-2015
train/ID663006174.jpg,4,NSW_15-01-2015
train/ID667059550.jpg,3,Vic_14-08-2015
train/ID668330410.jpg,4,Tas_11-09-2015
train/ID668475812.jpg,0,NSW_07-05-2015
train/ID670276799.jpg,4,NSW_15-01-2015
train/ID679913293.jpg,4,Tas_26-06-2015
train/ID681680726.jpg,3,WA_21-08-2015
train/ID684062938.jpg,4,NSW_06-10-2015
train/ID684383343.jpg,4,Vic_14-10-2015
train/ID686797154.jpg,0,Tas_03-09-2015
train/ID697059386.jpg,0,Tas_29-06-2015
train/ID697718693.jpg,3,WA_21-08-2015
train/ID698608346.jpg,1,NSW_25-02-2015
train/ID706288721.jpg,1,Tas_01-07-2015
train/ID710341728.jpg,4,NSW_15-01-2015
train/ID71885430.jpg,1,NSW_25-02-2015
train/ID72895391.jpg,4,Vic_02-07-2015
train/ID740402124.jpg,2,Vic_30-09-2015
train/ID742198710.jpg,0,Tas_18-05-2015
train/ID743847993.jpg,1,Vic_30-06-2015
train/ID746335827.jpg,4,NSW_06-10-2015
train/ID748979397.jpg,1,Tas_09-11-2015
train/ID750820644.jpg,0,Tas_18-05-2015
train/ID751517087.jpg,3,Vic_18-08-2015
train/ID753699705.jpg,1,NSW_24-02-2015
train/ID755710743.jpg,4,Tas_11-09-2015
train/ID761508093.jpg,2,Vic_26-06-2015
train/ID779628955.jpg,1,WA_01-09-2015
train/ID7850481.jpg,1,WA_01-09-2015
train/ID786365141.jpg,0,Tas_18-05-2015
train/ID789169173.jpg,2,NSW_01-04-2015
train/ID793526563.jpg,2,Vic_29-09-2015
train/ID797502182.jpg,1,Tas_01-07-2015
train/ID799079114.jpg,1,Tas_01-07-2015
train/ID802547515.jpg,0,Tas_19-05-2015
train/ID803479541.jpg,4,Tas_26-06-2015
train/ID808079729.jpg,0,Tas_03-09-2015
train/ID808093827.jpg,3,Tas_10-11-2015
train/ID8209776.jpg,2,Vic_26-06-2015
train/ID828217731.jpg,2,Vic_26-06-2015
train/ID839432753.jpg,2,Tas_04-09-2015
train/ID846154859.jpg,2,Tas_04-09-2015
train/ID846984946.jpg,1,Tas_09-11-2015
train/ID853954911.jpg,2,Vic_26-06-2015
train/ID866684633.jpg,0,WA_08-07-2015
train/ID871463897.jpg,4,NSW_15-01-2015
train/ID875119737.jpg,3,Vic_14-08-2015
train/ID885388135.jpg,4,Vic_02-07-2015
train/ID896386823.jpg,4,Tas_11-09-2015
train/ID900012207.jpg,1,NSW_24-02-2015
train/ID905397692.jpg,2,Vic_30-09-2015
train/ID908524512.jpg,3,Tas_10-11-2015
train/ID914754166.jpg,3,Vic_13-10-2015
train/ID930534670.jpg,4,Tas_26-06-2015
train/ID936984905.jpg,3,Vic_01-07-2015
train/ID94564238.jpg,4,Vic_02-07-2015
train/ID950496197.jpg,2,Tas_04-09-2015
train/ID95050718.jpg,4,Tas_26-06-2015
train/ID956512130.jpg,1,Tas_09-11-2015
train/ID963903358.jpg,2,Vic_26-06-2015
train/ID968643034.jpg,3,Tas_10-11-2015
train/ID969218269.jpg,3,Vic_18-08-2015
train/ID972274220.jpg,3,Tas_10-11-2015
train/ID975115267.jpg,0,WA_08-07-2015
train/ID978026131.jpg,2,Tas_04-09-2015
train/ID980538882.jpg,1,NSW_24-02-2015
train/ID980878870.jpg,0,WA_08-07-2015
train/ID983582017.jpg,1,WA_01-09-2015
