image_path,width,height,mode,channels,file_size_kb,sha256
train/ID1121692672.jpg,2000,1000,RGB,3,2298.662,f8996f76a773f89bbaaaeaf282e4a595413bd338f9cd44634eec4b0097f26134
train/ID1127246618.jpg,2000,1000,RGB,3,3524.901,fe0bf68bc8c5aa3268113d1ced25b946304ac7684d31764adead3216e4eeee78
train/ID112966473.jpg,2000,1000,RGB,3,3316.564,3ba06279db332b6ace6e38d95a8f742cd9c0178077a1f8156d719e33d1f025be
train/ID1131079710.jpg,2000,1000,RGB,3,2445.777,f0cd791c96497f26a65d4d43f9036c2fb1d37595b6db97ff148cd920578e5e94
train/ID1136169672.jpg,2000,1000,RGB,3,3350.155,7321e7e64352c35f140252f5ecccf4729c9a224bb053a076dc56b26c6c49bdab
train/ID1139866256.jpg,2000,1000,RGB,3,3480.971,2004089e922370e338524dbb717e0a556ae86e7eef2320ac22b7755d33762e0c
train/ID1139918758.jpg,2000,1000,RGB,3,2327.016,c785122ea6885af930e01e1ff184251d2038de2baf2af4676744ef310fadde8b
train/ID1140993511.jpg,2000,1000,RGB,3,3493.562,7380287fa641c548c7f43a8272218070b43f5ef4e4516ae91e77408adc9b76a1
train/ID1148528732.jpg,2000,1000,RGB,3,3502.570,1fbb9be3aea9beb90456a402882c4cd9dfaf171264597c6829fd616fad988ee0
train/ID1148666289.jpg,2000,1000,RGB,3,2458.026,3b1c103c222618bb00b8e0d1ff091d76a0b2443b5d4044dd9abf5cc7bcbd022d
train/ID1149598723.jpg,2000,1000,RGB,3,2077.185,15bbf62d34aef861c6a5ac8bda4e87958e26b3ed115cbe82292347dfd7f42177
train/ID1159071020.jpg,2000,1000,RGB,3,2523.885,4322186ec53843777213ae083fdb04c8aa3505ffb350800eee456d09407290d7
train/ID1163061745.jpg,2000,1000,RGB,3,3307.171,70fa8a55b3523d93511b52a12d5b7a33116ad0e929150b4bd21bcadad0211b6b
train/ID1168534540.jpg,2000,1000,RGB,3,3325.487,6b12a9b2865c4103efbde0626a3cb5196472f5eb3e4e77b899ab0dc82b0c8bc1
train/ID1176292407.jpg,2000,1000,RGB,3,3452.984,a3ed7254b9c47b9bd5fc49f71f337c191cec06eb8b58e0b8e0963fbb331ced75
train/ID1182523622.jpg,2000,1000,RGB,3,3572.724,972aacce0060e47ca696de26c1cf2b074a48836ec2afa2e53c7f8b4d2ce87342
train/ID1183807388.jpg,2000,1000,RGB,3,3360.693,cfeaef4c9a64f505fba925b90da7901f87810ee185e21b285e852532d4fa8d77
train/ID1193692654.jpg,2000,1000,RGB,3,3614.741,43f368b256046fdca3677e6702000162454742bb0fa8e106158ebc9b5bc6763e
train/ID1199150612.jpg,2000,1000,RGB,3,2809.973,4e41040992b69d834942dd5fb094e85d826a9785983887db8437e8620b9a7e4b
train/ID1208644039.jpg,2000,1000,RGB,3,3441.310,eb657cc799adacca46188cd3e2e32526438213b82a1634b2b28c175f2cb4b1fc
train/ID1211362607.jpg,2000,1000,RGB,3,3431.090,445f59299de11cc14e67c23363bf6f872777f8d220422de60afe731a24bd98db
train/ID121331988.jpg,2000,1000,RGB,3,3505.874,2bad2ae9e809829ad77a73c3470cb3f84135ab431c3624b7f61e329dac759cde
train/ID1215977190.jpg,2000,1000,RGB,3,3874.606,6ff5edfbc223b20495753a61d067153646e6f9c830a5f1ec58866899d4b7fad3
train/ID1217108125.jpg,2000,1000,RGB,3,3120.566,26f105577aeb2bb246978d2dd755c6b0fb9489875063e8e65781e54f642d5884
train/ID1237349078.jpg,2000,1000,RGB,3,3304.187,310376054c2f5388dab67dc95c2c984b58e39933c4d56d1cc12a03de5f9e4097
train/ID12390962.jpg,2000,1000,RGB,3,3187.667,22ccf1baf71a39285810258403c2becf9d3fcf4a6d37bc26105b7ae9a768f8f7
train/ID1244346858.jpg,2000,1000,RGB,3,3164.208,b9868256bbdc36a3ae5a81980b9e396089f5850429710fe024822fd976dc9ec0
train/ID1249094008.jpg,2000,1000,RGB,3,2985.620,1b989734e634dc83ecd5ac5fdf7572a49167af371a7d1803763be1b42b7fdd6b
train/ID1251029854.jpg,2000,1000,RGB,3,3567.677,9d4f50f85798b60bfeb636772fcc27ed22895c3f6aeeb79a6eeb5f0f40e5e1a8
train/ID1254829053.jpg,2000,1000,RGB,3,2563.521,61b302835976f606579d59712c485d4ac894ec68bd2047dc6cfe484957ce0275
train/ID1268934251.jpg,2000,1000,RGB,3,3479.116,0b1023dec1377fc5fd9833926e5e163dcfbcef266c83c0b71ac7acb2f5a2ba37
train/ID1275072698.jpg,2000,1000,RGB,3,2534.872,2b68091a60fc8195929958559c7d461b991b6be1f6f4f15b43610ad907320719
train/ID1277756619.jpg,2000,1000,RGB,3,2519.927,f927a0af6e89ff0f53292485bd496f25d9219fa1c8a85f7ed0ae380c7b3ed3f1
train/ID1291116815.jpg,2000,1000,RGB,3,3313.990,0eb23248fcb30152ff121d5db2e9f9c1abfdbf41273e772f155e8d46108d2502
train/ID1294770420.jpg,2000,1000,RGB,3,2745.414,c644bb27a30f940025b77032d604e7452e6acbcafdf46dd554c27e01919dc91f
train/ID1314135397.jpg,2000,1000,RGB,3,3536.727,cfca919739155c1b4dd46aede8fc9d9ce4b7c5e70e2379e04612489107a2bcb7
train/ID13162390.jpg,2000,1000,RGB,3,3471.936,20ac47700907c98aa04308c16be57a80750114a96a2cf31f0fa102fe0cfae5c1
train/ID1337107565.jpg,2000,1000,RGB,3,2805.413,bed20a1c408036f4c3aadd71db2e9fc74eb2658624a166b207d46d599a15924b
train/ID1343327476.jpg,2000,1000,RGB,3,2886.112,c77b474cbeb8ebb99d0bcc84c526e616762d46cd72bae0bb50dc73456c5cba8c
train/ID1345375788.jpg,2000,1000,RGB,3,3243.493,b9ae55eb891a84efe00deea0b4c8bffc8256b76f36f264d1c86cfa80d0088540
train/ID135365668.jpg,2000,1000,RGB,3,2755.879,df890a7b941db78ff7d497711dd8556f0f2ea48cec84c8572f5eb15a60324e94
train/ID1354190372.jpg,2000,1000,RGB,3,2990.084,09a0905bb3925978b14f78347391bc175a0febbe552eccb7aeafddc8299b85b4
train/ID1357758282.jpg,2000,1000,RGB,3,2779.613,5adfcdbec107e3dae915e155951d7200a36a86108b32158823e454343b37a4c2
train/ID1357768767.jpg,2000,1000,RGB,3,3448.879,2cdf734b68bf00153bcbc0b59161b69fab4f20a7a3cb1396ae0f8c808447cebf
train/ID1370004842.jpg,2000,1000,RGB,3,3122.762,44268ae92c3a70f4d25bf02bc9630d9c6ce3631416b2bbead92b5776e9207c19
train/ID1374789439.jpg,2000,1000,RGB,3,3145.646,3db4366647a59802bf1d21c4b6708888edab59613e537b0714fd61be51944f54
train/ID1385921939.jpg,2000,1000,RGB,3,2379.602,2ac3e531a1d06e633c52c43f85a82a3a1c7639320b58a44817e7fb5faeb28409
train/ID1386202352.jpg,2000,1000,RGB,3,3560.077,586f24968cbec5140ddff973bc924cc75fe4af2af9f76f7373100f7d0cec484b
train/ID1395011773.jpg,2000,1000,RGB,3,3580.662,4ed71619341c58b58dd77841ad0b8e6baf0f7795abadd622847e9a4286862569
train/ID1403078396.jpg,2000,1000,RGB,3,2795.741,0f5b7f92b214d9996542f86d7c57735618c92f9ca36c889131b3cc11b1d0a565
train/ID1403107574.jpg,2000,1000,RGB,3,2653.659,94e4cc7ff3919298f9afdaa0f1e7300a5e9a27f557a801fd42c1375945d1b8f9
train/ID1411613934.jpg,2000,1000,RGB,3,3188.297,bbf70430a6175a8b4b6c9dcd65edf2cc94b353de54db02555215a8f3c66c7f99
train/ID141370843.jpg,2000,1000,RGB,3,3143.733,ccf68ce288dc67fdb4bdb70e9715b58b782afedb6e2790a611d8e7216e61de6d
train/ID1413758094.jpg,2000,1000,RGB,3,3228.018,7c06993118f80a1cc31120a48c480af4a75edc0d92a3edc6e0fc49d6df2e0007
train/ID1414371018.jpg,2000,1000,RGB,3,3274.482,cb999b19e14309c0ee0915c93f4f191c30388823d3a1bba7b90a0d094a4158fc
train/ID1415329644.jpg,2000,1000,RGB,3,2202.007,4015a6a553d6b05eb050b28df6611484b320d0bc155cb0e38f7c82e73ce6b47b
train/ID1421714468.jpg,2000,1000,RGB,3,3250.393,b67d281bdeb557ffa01bb8999e781846d7fc3751e5f1670240f816027d5c9cd3
train/ID142751858.jpg,2000,1000,RGB,3,2743.204,98f8334ead623eb867410f2aee7d3aa57032e1e3cb90513345c08ee5062f3823
train/ID1428837636.jpg,2000,1000,RGB,3,3025.141,54b0c2d8436d172d54f39d01ae5ed4c8180695dac145771fc7d54fa9acf03dfd
train/ID1437386574.jpg,2000,1000,RGB,3,3034.565,ca85c6bcb40f57dc0d081cd8dfc5e54912eaed75fefd3ef3d2dd9c0866a28f52
train/ID1444674500.jpg,2000,1000,RGB,3,1550.716,5993dae2446d60bc39442841ab742dae90180bec7c0a1c5820078863663d3f55
train/ID1450399782.jpg,2000,1000,RGB,3,3254.110,ed05fa695e6619a8d752924f8e5d81ba031c1f2ac5796790ef559aee5027d656
train/ID1451025862.jpg,2000,1000,RGB,3,3209.953,b6951c859f6c4c4c97c7e101d90a08e38f01b037091150fddbb7d342f0a3afef
train/ID1456861072.jpg,2000,1000,RGB,3,2815.243,7d4601bee0bc7d6e61ff39be044cd7ccc6dc8a5888253dad75ea23f4330fda01
train/ID1457700382.jpg,2000,1000,RGB,3,2368.539,95d7d7789293bb70fc0b7d4e8e80e36c2f4b59e52475c8a6f9b922c389a2db98
train/ID1458758610.jpg,2000,1000,RGB,3,3274.254,63f490f1286a0a09cbcd53f78e29b55c71cee56facc437ba8667f3f4207e90a7
train/ID1463690813.jpg,2000,1000,RGB,3,2606.465,2c53f249ff5f34ea87673a9cab5f6f8412ebfd927a409e1ba9630888bf850d98
train/ID146920896.jpg,2000,1000,RGB,3,2794.796,eac510fefbdaedd4b2d2a7361c142b7d407bb31f67a991b37e49c71431dd7f7d
train/ID1471216911.jpg,2000,1000,RGB,3,2710.302,9082d65e9054898357407466db8c51d8b021bea092e1678d4d4823814cade91e
train/ID1472525822.jpg,2000,1000,RGB,3,3375.078,f6afd09a5807146561fbe57b5a5d367468f4bedeb27dc5880d4b024620092576
train/ID1473228876.jpg,2000,1000,RGB,3,3546.106,cc0bafd949a8653e4a8cbc12f49c6861aa93ae8b7c61cacb6bc9ad7bd0107793
train/ID1474775613.jpg,2000,1000,RGB,3,3238.552,4aa42a8dcc0d7fa04ac6f2ff559f68c24436265ed6ba61ea1787afaaaf9d8e97
train/ID147528735.jpg,2000,1000,RGB,3,2799.730,bf1766da0e406c08169655b11a0c3b7bd76e4ec1f5e5d15ba787649457c1a65c
train/ID1476045099.jpg,2000,1000,RGB,3,3426.227,e1145dd50719a9e663029f703ba6243c692356c3c7d2a225df45cbb5756a6837
train/ID1477176296.jpg,2000,1000,RGB,3,3091.266,d10c242cd2e77b1d08683dd451bde8401a38d7c7aaea51c1c96df4cc6f1347e9
train/ID1488408526.jpg,2000,1000,RGB,3,3481.713,dee9e403545453ad440bd3d6d71c4e6f59bb9535e54bfbd9f8c0b628cb99f7bf
train/ID1496750796.jpg,2000,1000,RGB,3,3418.485,52b79043ae969f037210ecd45f198f4f7d620da51d6501c55722a1ff15e68192
train/ID1498398599.jpg,2000,1000,RGB,3,2475.272,2aae1f2de2bf13701ae71845cf99d6ab233a622d8f602f46df3016e826b928d5
train/ID1509266870.jpg,2000,1000,RGB,3,3557.760,76345ba1e7825bb84810272fcc39ef8d200025c1c894333995a9cfa9fa8b0a48
train/ID1510574031.jpg,2000,1000,RGB,3,3229.769,429b130b712abff6af18d4d6670442a3f1801b64717c26bb26b8f783793d3153
train/ID1512751450.jpg,2000,1000,RGB,3,3651.750,96f9b4274193446f10d235856e73ca64ab835ab749d4f1206ae7ed5e1f9a3cc1
train/ID1513184765.jpg,2000,1000,RGB,3,2841.058,2f60a4ab2604b945ed5790f47da9e10da96da567011b0dbac6c5bb25bf8f8569
train/ID1515990019.jpg,2000,1000,RGB,3,2472.016,d65a5bbc9f35318139f076c8d091cfee08dbd967fd781dc0d3dc4f3899c4c3ec
train/ID1516374298.jpg,2000,1000,RGB,3,2052.342,2b04cb42b3afd33189dd5330e28f6aa8f94d496e8484b7d618c2b9ae49c8e565
train/ID152157478.jpg,2000,1000,RGB,3,2552.313,97ca2035255a7543ff4c631050d035900a8dc3a7b553c7799fdf6457d7b51166
train/ID1525817840.jpg,2000,1000,RGB,3,2804.131,497a115a7f46823a3db365d33b5e2e464e469c02550d1673d4f9d080cf12056f
train/ID1540480250.jpg,2000,1000,RGB,3,3266.507,7bf68583c242fb87d1a61faa571a02f3642dbfd6ca9d9829aa1f55bb64985afe
train/ID1545077474.jpg,2000,1000,RGB,3,3013.495,6c728b9e30d0a160e53f298dce1b7c6b0b3683ebc49a017f9757f2041784a16b
train/ID1547945326.jpg,2000,1000,RGB,3,3623.510,9a87b0f49536037b5d7be73cdbf00813e154473c01bdd4c280f7980c203f8ae3
train/ID1559189397.jpg,2000,1000,RGB,3,2747.507,ab56628487f30a87e1c6d750f4df97a8fcdfe2be87ffc3117bf66224b2da29d9
train/ID1563418511.jpg,2000,1000,RGB,3,3065.133,eb00d1b9d58d9362df3ae70be29acb3fa3d56fe6e96ed9401064073c6056e288
train/ID1570190541.jpg,2000,1000,RGB,3,2551.922,46d3c7cdda5a4d0ad92e6c8936941b09239039d802c253275339b37966a19dc9
train/ID1573329652.jpg,2000,1000,RGB,3,3520.151,3273aacf81df1446fc0a448a7ce402350819cbc56d02f430b64099e61456c87c
train/ID1574125908.jpg,2000,1000,RGB,3,3256.969,b98d34484e728e7b0a5caa3433cf53331e8d4190f9616ce1b5ba38fc7cdf90ad
train/ID157479394.jpg,2000,1000,RGB,3,2742.512,6afc160e88d4648bacd904ae056991415a402b9ea1c638fac4f47f1b3194e186
train/ID1579942839.jpg,2000,1000,RGB,3,3099.836,1a3968cd623fc1dcd321a8793e2662bd63f27e7574d9c2d7aed06f7017fa95a0
train/ID158170916.jpg,2000,1000,RGB,3,2669.370,759c2d0851954e25dba4959e53d206d1565d89f1b8947471fcfe5587984227b7
train/ID1590632667.jpg,2000,1000,RGB,3,3138.042,186871d53ca6f597c50dbd56bee9dba41337299cf7d188d57ba3dc0bbca3128f
train/ID1618145129.jpg,2000,1000,RGB,3,3195.534,34e9bcd2c0e6a002120b624aea40b4fc97a7fcf1e829c9fefe60ff0d27f15b26
train/ID1618597318.jpg,2000,1000,RGB,3,3079.524,b4724395ffca6a7ad4fdcf10cf14b8e432cb04a007f9841420a48d278048acda
train/ID1620371305.jpg,2000,1000,RGB,3,2739.771,e8ab4af7454b7c0eaf07f04c267e76adf7781ea070c457fea48b202c2b438fb6
train/ID162394992.jpg,2000,1000,RGB,3,3532.002,12c84965aa636ace3387fbd1c797c35765bdb577ff3a2f60f0fa690bde2fed5b
train/ID1623964968.jpg,2000,1000,RGB,3,2451.443,f92d65913ddb574d18448c89ca74f43d5c0d25999f007111156e1e7d2a536339
train/ID1624268863.jpg,2000,1000,RGB,3,3599.478,b3cb4aa5a6f523b69acd81c0fa687f0e813af5a2dbe61232595393b1134464fb
train/ID1634731537.jpg,2000,1000,RGB,3,2730.674,03251d9e754ea477152cda22f3b31693428b5b36d561f87cf3de4cfaccc63fc1
train/ID1638922597.jpg,2000,1000,RGB,3,3345.278,bacff89a49a27a1b6fbb59787a82b1d24ba99f0a10f19df837ca24dd89aa3a2d
train/ID1645161155.jpg,2000,1000,RGB,3,3435.421,a6761e46ced2629fa9e2e2d128dde08c0373b46dfb78ec004c5bf4337f5655da
train/ID1655778545.jpg,2000,1000,RGB,3,3582.594,a3c2f70c3de52fbb59d3287b733a459b0a2ba03bf9b8419f772e32bf940dcc7c
train/ID1665142816.jpg,2000,1000,RGB,3,2999.160,40128b6d652ffe58ddb45aaed061b2f42aa94dcf581d09199f1378aa18dcb909
train/ID1667778338.jpg,2000,1000,RGB,3,3386.562,1fa6ea77e1b4031c5ba8d1a3bea85429c7f064b372662ec8b3642d770ce1d930
train/ID1671844336.jpg,2000,1000,RGB,3,3218.449,7af305338637c89b911e635ee2afb3f6aaa6f7042e919a1441893f59a2fc5b8f
train/ID1675365449.jpg,2000,1000,RGB,3,2783.604,3aec3b494daa5bce055eea14a6fc5fc072ba2836a02f50fa609d32361afa334a
train/ID1680597197.jpg,2000,1000,RGB,3,3496.492,480b3a3231d30bcc1a44d30784c8b4360f041c47c9a008a1d4e13ec144d7f4b8
train/ID1692894460.jpg,2000,1000,RGB,3,2372.669,52f810604247cfad2faa9a5481cad0b98a2d6b6b21ee6bb1cdf26c56cad19dfe
train/ID1693880739.jpg,2000,1000,RGB,3,2366.043,5d874a40e38a27045bc45141a0ae9a54cf47aa0890c2fc1b1aacdb626a6cf90d
train/ID1703304524.jpg,2000,1000,RGB,3,2718.992,5b7a064a9aacb40907bb9a7a3e7f65bc25b298c1a726f88f3968d64f0a631756
train/ID1717006117.jpg,2000,1000,RGB,3,3490.675,b51cc0741b232bde423414e69fc3b31689f7eef04c2811bfc4323c573905857d
train/ID1729002155.jpg,2000,1000,RGB,3,3025.605,7f33edc8d03104eef64d34da94bce0dd1de87e1e288888af84a31ea6fa6a707c
train/ID1746343319.jpg,2000,1000,RGB,3,2765.890,697d532b7ca51dafbf6575c4aed7a0f37046156861f0102f92b7dbcb610b34e7
train/ID1753847361.jpg,2000,1000,RGB,3,2751.276,80f7833874d587da0f768c5a54147dd934aa829a40590064a1ec4631836e2110
train/ID1761544403.jpg,2000,1000,RGB,3,2554.002,28852f095db98c4e283d770efbf101d1aed3e9ee997d43f86804e9e0caad520a
train/ID1781353117.jpg,2000,1000,RGB,3,3927.604,41411bfa20f2ecda9e1dbf2c75bff449b92ab673cca119232957acc1d15c1d97
train/ID1782509721.jpg,2000,1000,RGB,3,3191.338,b1819205ee10e60b4f105a4bac250d8164f329cb161ed437be625083881a1274
train/ID1782608354.jpg,2000,1000,RGB,3,2499.021,87a57f8c28d8641a8fba914372fe45667ab54e9d05995a4c6b03030eb388a4c0
train/ID1783499590.jpg,2000,1000,RGB,3,3031.146,3d0767510a32f8c7a1975eaa4cb905d25f79ec2a4b8d18729734a0492a69f4a4
train/ID1784585001.jpg,2000,1000,RGB,3,2224.228,677f1ed601f353868e4efd5fa814f21657feb0630166476aded86c726a800025
train/ID1789265307.jpg,2000,1000,RGB,3,2165.293,e165ec48154d21b09050eb7aa5c3f6f3e268c8dc87a55b6e1c6e0396da944f25
train/ID1789834546.jpg,2000,1000,RGB,3,3380.046,856a3b5f2857f0fd465de2f75bd93b69b3079d7c8a2b1fba24283050305f06b7
train/ID1789853061.jpg,2000,1000,RGB,3,3236.783,fca26b10d3f1a0ecbcb7fa00f2a2013864093f9c60acb493da71069821d179f1
train/ID1831254380.jpg,2000,1000,RGB,3,2200.411,6c9916a8c49719e6eed5b5a080f417b8f83a97feb67f14d73cde08cb0444e6fa
train/ID1839139621.jpg,2000,1000,RGB,3,3174.406,18fdce77a7bb627e4cc70c29200cb5d8e29ce5b73672e7d650556ee45a1aa04d
train/ID1853508321.jpg,2000,1000,RGB,3,2659.101,1602b27692a238ef920d3f4868a0001e7700bdbe8dd6176cf3925a0df0646282
train/ID1857489997.jpg,2000,1000,RGB,3,3231.872,fd8b1170d2b9987f36388d999db6bc437ef078ec5cc2e31e0d86fa8d4634a9d0
train/ID1859251563.jpg,2000,1000,RGB,3,2573.084,af610733acf4e4e5a1d84d94ee3b544a48647a26153f0e7a3b453b308af7f7c9
train/ID1859792585.jpg,2000,1000,RGB,3,3721.646,d7b7d568c2094b734d23e1c290c30a01cbedc27dc2e01b8ca08a23bf4a73d4ce
train/ID1868719645.jpg,2000,1000,RGB,3,3162.600,547e2b152f1e501ad8b903274f12394ad974b343089af465b7a6f882b1e24534
train/ID187238869.jpg,2000,1000,RGB,3,3007.861,16b328e691b03f340edff8d8d6371e0de47745dd402249f35248562b01abf5a1
train/ID1874904894.jpg,2000,1000,RGB,3,3676.270,d71de9bb41f49351d5211543489e27887c2b5da50961b7dbdd23fc88be68ffe7
train/ID1876271942.jpg,2000,1000,RGB,3,3575.842,2936f8a846fae2fc30f86c16fc3ebda351248faa98719927e737771f52edcb54
train/ID1880764911.jpg,2000,1000,RGB,3,3756.672,a88a37287765a67e932be1e153bbb8163dca8853ec86218fb6f45f864db652f4
train/ID1888700589.jpg,2000,1000,RGB,3,2845.162,9caa653f1afce76e72c64db8f7a5a35837df063bbbb055cbe2baf2118bddc448
train/ID1889150649.jpg,2000,1000,RGB,3,2488.708,90ca2952218b5d97751a82e6d2c5585830f7c6407d495dec290f637075cc11c1
train/ID1894998379.jpg,2000,1000,RGB,3,3190.998,f7b7d5b0d8278a360aeb85ef09e5dbe73d3c6156a61d1f2706585b56d34356d3
train/ID1899025384.jpg,2000,1000,RGB,3,3554.141,885297ff41dd5aff87ee15eff3945509946ae4ebad333bea286dda91e385357b
train/ID1920959057.jpg,2000,1000,RGB,3,3474.078,5226ce3b5153c6e203a1a978f53c22fa014af75eb7e03e7dfc1494b9519688c3
train/ID193102215.jpg,2000,1000,RGB,3,2383.425,c354673b8d92acbcc65f8bcec55e66028ef38722a901e4f1395c36eddc3bc462
train/ID1946311744.jpg,2000,1000,RGB,3,2689.242,e734065434cd7cca22d4d6fd9ef24914a271b6f57ca9ca569b1144bd21604d39
train/ID194823383.jpg,2000,1000,RGB,3,2864.936,d3785ce98263852fcef7a0f9f6a5404d74fdca4af302ab50f3978622afe1df55
train/ID1948354837.jpg,2000,1000,RGB,3,3619.724,2ff341772f6fcf1096c3f8150a78c11070a10ad4826abeade312347f872a96a7
train/ID1952813879.jpg,2000,1000,RGB,3,2366.056,916e3f1b2f2e9c9d62a13e217930d5c7761cb8f131d76584fa937e30faf9726c
train/ID1953171547.jpg,2000,1000,RGB,3,3332.949,aa605045f74664b58750048fd54d24c273ad484f7298f27fd278f7b9f6ee7896
train/ID1953218650.jpg,2000,1000,RGB,3,3344.931,95acf147746dff4a123b25fa005542ab6a6f155aaf6d17bba035bedb2491e51f
train/ID1954669045.jpg,2000,1000,RGB,3,3232.626,e932ddd6c5d0798ec02f7793b16cff18124f229820a12debc76a5655d26f843b
train/ID1962197151.jpg,2000,1000,RGB,3,2663.368,b6f23754e5380c3263210f5c8d6cf03771cc8a2eb910ef4f8736ffbcab6cb485
train/ID1962379474.jpg,2000,1000,RGB,3,2862.943,bad31cda7b7bcaaa6925dd7b327f63530113545c09d8d33202a6b54f483b5e3f
train/ID1963715583.jpg,2000,1000,RGB,3,1718.587,95188e34ba0ce2159ee0485f3caace039338df9c11a5ec38e9ba7f3128c1a198
train/ID196516535.jpg,2000,1000,RGB,3,3558.930,0d235bbfbe5d39132232283cf91125fed947dff4221f6e531706344d166ec2b5
train/ID1970522802.jpg,2000,1000,RGB,3,3446.970,3512b22c473d3d08deaff9482d6b980372df828edc206bb9f283f00bba08fb91
train/ID1976436386.jpg,2000,1000,RGB,3,3240.077,d5690c3e4baad19c74bd9a940b48d75d30404e8ee7ccbfec2bd5df3c8f6aa5c5
train/ID1980675327.jpg,2000,1000,RGB,3,3620.206,7adaf39c05c5fe4ef9a6c0c55d1b6948b2a721570b0bd73dc0efea23f6faeb87
train/ID1982662138.jpg,2000,1000,RGB,3,2347.545,dc064632e3c3a31257ccab5077e29730197caecad64d78c561c2855dc6039c61
train/ID1988033238.jpg,2000,1000,RGB,3,2754.354,a328bb66c8a291ee24cf348891e6e65668e2e7258e9ccf729431a5f77245688f
train/ID1989506559.jpg,2000,1000,RGB,3,3098.579,31738b82395c94f2b16e32f7f6de30475c29e8001b0bfaab987b7546f15d1300
train/ID1993907137.jpg,2000,1000,RGB,3,3860.903,9b1ff09bade1f272d2f218aa0d794101e7244674a3ec68b3c18621673a90ca6a
train/ID1997244125.jpg,2000,1000,RGB,3,3515.537,6b0ff87bbd1ee5a27a1587daa6050b9f2efc78199e5736b8700c381fc5fe07fe
train/ID2002797732.jpg,2000,1000,RGB,3,2924.098,c18ae9f6b9c35d3a5a8fe5524ecaf1b7c24b765070cc4c245b35bbb571825514
train/ID2003438517.jpg,2000,1000,RGB,3,3346.258,27883831c3aaf9c9ecadb46dd1ee2c40f8bc333cea513616fb19ea0f820a1bf9
